,feature name,rank
772,DDE_EA,2256
801,DDE_FL,2256
879,DDE_KI,2256
802,DDE_FM,2256
804,DDE_FP,2256
844,DDE_HP,2256
846,DDE_HR,2256
848,DDE_HT,2256
849,DDE_HV,2256
850,DDE_HW,2256
854,DDE_ID,2256
855,DDE_IE,2256
858,DDE_IH,2256
860,DDE_IK,2256
842,DDE_HM,2256
862,DDE_IM,2256
865,DDE_IQ,2256
866,DDE_IR,2256
868,DDE_IT,2256
869,DDE_IV,2256
870,DDE_IW,2256
871,DDE_IY,2256
872,DDE_KA,2256
874,DDE_KD,2256
875,DDE_KE,2256
863,DDE_IN,2256
839,DDE_HI,2256
837,DDE_HG,2256
835,DDE_HE,2256
805,DDE_FQ,2256
807,DDE_FS,2256
809,DDE_FV,2256
810,DDE_FW,2256
811,DDE_FY,2256
813,DDE_GC,2256
814,DDE_GD,2256
815,DDE_GE,2256
818,DDE_GH,2256
819,DDE_GI,2256
820,DDE_GK,2256
821,DDE_GL,2256
822,DDE_GM,2256
823,DDE_GN,2256
824,DDE_GP,2256
825,DDE_GQ,2256
829,DDE_GV,2256
830,DDE_GW,2256
832,DDE_HA,2256
833,DDE_HC,2256
834,DDE_HD,2256
803,DDE_FN,2256
1029,DDE_SV,2256
1030,DDE_SW,2256
1031,DDE_SY,2256
1172,DPC_EK,2256
1173,DPC_EL,2256
1175,DPC_EP,2256
1176,DPC_EQ,2256
1177,DPC_ER,2256
1178,DPC_ES,2256
1179,DPC_ET,2256
1180,DPC_EV,2256
1181,DPC_EY,2256
1171,DPC_EI,2256
1182,DPC_FA,2256
1184,DPC_FD,2256
1185,DPC_FE,2256
1186,DPC_FF,2256
1187,DPC_FG,2256
1188,DPC_FI,2256
1189,DPC_FK,2256
1190,DPC_FL,2256
1191,DPC_FN,2256
1192,DPC_FP,2256
1183,DPC_FC,2256
1170,DPC_EH,2256
1169,DPC_EG,2256
1168,DPC_EF,2256
1147,DPC_DA,2256
1148,DPC_DC,2256
1149,DPC_DD,2256
1150,DPC_DE,2256
1151,DPC_DF,2256
1152,DPC_DG,2256
1153,DPC_DI,2256
1154,DPC_DK,2256
1155,DPC_DL,2256
1156,DPC_DN,2256
1157,DPC_DP,2256
1158,DPC_DQ,2256
1159,DPC_DR,2256
1160,DPC_DS,2256
1161,DPC_DT,2256
1162,DPC_DV,2256
1163,DPC_DY,2256
1164,DPC_EA,2256
1165,DPC_EC,2256
1166,DPC_ED,2256
1167,DPC_EE,2256
1193,DPC_FQ,2256
1146,DPC_CY,2256
1194,DPC_FR,2256
1196,DPC_FT,2256
1225,DPC_HN,2256
1226,DPC_HP,2256
1227,DPC_HR,2256
1228,DPC_HS,2256
1229,DPC_HT,2256
1230,DPC_HV,2256
1231,DPC_IA,2256
1232,DPC_IC,2256
1233,DPC_ID,2256
1224,DPC_HL,2256
1234,DPC_IE,2256
1236,DPC_IG,2256
1237,DPC_IH,2256
1238,DPC_II,2256
1239,DPC_IK,2256
1240,DPC_IL,2256
1241,DPC_IM,2256
1242,DPC_IN,2256
1243,DPC_IP,2256
1244,DPC_IQ,2256
1235,DPC_IF,2256
1223,DPC_HK,2256
1222,DPC_HI,2256
1221,DPC_HG,2256
1197,DPC_FV,2256
1198,DPC_FY,2256
1199,DPC_GA,2256
1200,DPC_GC,2256
1202,DPC_GE,2256
1204,DPC_GG,2256
1205,DPC_GH,2256
1206,DPC_GI,2256
1207,DPC_GK,2256
1208,DPC_GL,2256
1209,DPC_GM,2256
1210,DPC_GN,2256
1211,DPC_GP,2256
1212,DPC_GQ,2256
1213,DPC_GR,2256
1214,DPC_GS,2256
1215,DPC_GT,2256
1216,DPC_GV,2256
1217,DPC_GW,2256
1219,DPC_HA,2256
1220,DPC_HF,2256
1195,DPC_FS,2256
1145,DPC_CV,2256
1144,DPC_CT,2256
1143,DPC_CS,2256
1064,DDE_VP,2256
1066,DDE_VR,2256
1068,DDE_VT,2256
1070,DDE_VW,2256
1071,DDE_VY,2256
1073,DDE_WC,2256
1074,DDE_WD,2256
1075,DDE_WE,2256
1076,DDE_WF,2256
1063,DDE_VN,2256
1077,DDE_WG,2256
1079,DDE_WI,2256
1080,DDE_WK,2256
1081,DDE_WL,2256
1082,DDE_WM,2256
1083,DDE_WN,2256
1084,DDE_WP,2256
1085,DDE_WQ,2256
1087,DDE_WS,2256
1088,DDE_WT,2256
1078,DDE_WH,2256
1062,DDE_VM,2256
1061,DDE_VL,2256
1060,DDE_VK,2256
1032,DDE_TA,2256
1034,DDE_TD,2256
1035,DDE_TE,2256
1036,DDE_TF,2256
1037,DDE_TG,2256
1038,DDE_TH,2256
1039,DDE_TI,2256
1040,DDE_TK,2256
1041,DDE_TL,2256
1042,DDE_TM,2256
1044,DDE_TP,2256
1045,DDE_TQ,2256
1048,DDE_TT,2256
1051,DDE_TY,2256
1052,DDE_VA,2256
1053,DDE_VC,2256
1054,DDE_VD,2256
1055,DDE_VE,2256
1056,DDE_VF,2256
1057,DDE_VG,2256
1059,DDE_VI,2256
1089,DDE_WV,2256
1090,DDE_WW,2256
1091,DDE_WY,2256
1093,DDE_YC,2256
1122,DPC_AN,2256
1123,DPC_AP,2256
1124,DPC_AQ,2256
1125,DPC_AR,2256
1126,DPC_AS,2256
1127,DPC_AT,2256
1128,DPC_AV,2256
1129,DPC_AY,2256
1130,DPC_CA,2256
1131,DPC_CC,2256
1132,DPC_CD,2256
1133,DPC_CE,2256
1134,DPC_CF,2256
1135,DPC_CG,2256
1136,DPC_CI,2256
1137,DPC_CK,2256
1138,DPC_CL,2256
1139,DPC_CN,2256
1140,DPC_CP,2256
1141,DPC_CQ,2256
1142,DPC_CR,2256
1121,DPC_AL,2256
748,DDE_CT,2256
1120,DPC_AK,2256
1118,DPC_AH,2256
1094,DDE_YD,2256
1095,DDE_YE,2256
1096,DDE_YF,2256
1097,DDE_YG,2256
1098,DDE_YH,2256
1099,DDE_YI,2256
1100,DDE_YK,2256
1102,DDE_YM,2256
1103,DDE_YN,2256
1104,DDE_YP,2256
1106,DDE_YR,2256
1107,DDE_YS,2256
1108,DDE_YT,2256
1109,DDE_YV,2256
1111,DDE_YY,2256
1112,DPC_AA,2256
1113,DPC_AC,2256
1114,DPC_AD,2256
1115,DPC_AE,2256
1116,DPC_AF,2256
1117,DPC_AG,2256
1119,DPC_AI,2256
1245,DPC_IR,2256
747,DDE_CS,2256
743,DDE_CN,2256
449,CTriad_g1.g1.g7,2256
450,CTriad_g1.g2.g1,2256
451,CTriad_g1.g2.g2,2256
452,CTriad_g1.g2.g3,2256
453,CTriad_g1.g2.g4,2256
454,CTriad_g1.g2.g5,2256
455,CTriad_g1.g2.g6,2256
456,CTriad_g1.g2.g7,2256
457,CTriad_g1.g3.g1,2256
448,CTriad_g1.g1.g6,2256
458,CTriad_g1.g3.g2,2256
460,CTriad_g1.g3.g4,2256
461,CTriad_g1.g3.g5,2256
462,CTriad_g1.g3.g6,2256
463,CTriad_g1.g3.g7,2256
464,CTriad_g1.g4.g1,2256
465,CTriad_g1.g4.g2,2256
466,CTriad_g1.g4.g3,2256
467,CTriad_g1.g4.g4,2256
468,CTriad_g1.g4.g5,2256
459,CTriad_g1.g3.g3,2256
447,CTriad_g1.g1.g5,2256
446,CTriad_g1.g1.g4,2256
445,CTriad_g1.g1.g3,2256
333,CTDD_polarity.1.residue100,2256
334,CTDD_polarity.2.residue0,2256
338,CTDD_polarity.2.residue100,2256
342,CTDD_polarity.3.residue75,2256
346,CTDD_polarizability.1.residue50,2256
354,CTDD_polarizability.3.residue0,2256
355,CTDD_polarizability.3.residue25,2256
356,CTDD_polarizability.3.residue50,2256
357,CTDD_polarizability.3.residue75,2256
358,CTDD_polarizability.3.residue100,2256
363,CTDD_charge.1.residue100,2256
366,CTDD_charge.2.residue50,2256
368,CTDD_charge.2.residue100,2256
394,CTDD_solventaccess.2.residue0,2256
395,CTDD_solventaccess.2.residue25,2256
396,CTDD_solventaccess.2.residue50,2256
397,CTDD_solventaccess.2.residue75,2256
398,CTDD_solventaccess.2.residue100,2256
434,CTDT_charge.Tr1221,2256
440,CTDT_solventaccess.Tr1221,2256
443,CTriad_g1.g1.g1,2256
469,CTriad_g1.g4.g6,2256
332,CTDD_polarity.1.residue75,2256
470,CTriad_g1.g5.g1,2256
472,CTriad_g1.g5.g3,2256
500,CTriad_g2.g3.g2,2256
501,CTriad_g2.g3.g3,2256
502,CTriad_g2.g3.g4,2256
503,CTriad_g2.g3.g5,2256
505,CTriad_g2.g3.g7,2256
506,CTriad_g2.g4.g1,2256
507,CTriad_g2.g4.g2,2256
508,CTriad_g2.g4.g3,2256
509,CTriad_g2.g4.g4,2256
499,CTriad_g2.g3.g1,2256
510,CTriad_g2.g4.g5,2256
512,CTriad_g2.g5.g1,2256
513,CTriad_g2.g5.g2,2256
514,CTriad_g2.g5.g3,2256
515,CTriad_g2.g5.g4,2256
516,CTriad_g2.g5.g5,2256
517,CTriad_g2.g5.g6,2256
518,CTriad_g2.g5.g7,2256
520,CTriad_g2.g6.g2,2256
521,CTriad_g2.g6.g3,2256
511,CTriad_g2.g4.g6,2256
498,CTriad_g2.g2.g7,2256
497,CTriad_g2.g2.g6,2256
496,CTriad_g2.g2.g5,2256
473,CTriad_g1.g5.g4,2256
475,CTriad_g1.g5.g6,2256
476,CTriad_g1.g5.g7,2256
477,CTriad_g1.g6.g1,2256
478,CTriad_g1.g6.g2,2256
479,CTriad_g1.g6.g3,2256
480,CTriad_g1.g6.g4,2256
481,CTriad_g1.g6.g5,2256
482,CTriad_g1.g6.g6,2256
483,CTriad_g1.g7.g1,2256
484,CTriad_g1.g7.g3,2256
485,CTriad_g2.g1.g1,2256
486,CTriad_g2.g1.g2,2256
487,CTriad_g2.g1.g3,2256
488,CTriad_g2.g1.g4,2256
489,CTriad_g2.g1.g5,2256
490,CTriad_g2.g1.g6,2256
491,CTriad_g2.g1.g7,2256
492,CTriad_g2.g2.g1,2256
493,CTriad_g2.g2.g2,2256
494,CTriad_g2.g2.g3,2256
471,CTriad_g1.g5.g2,2256
522,CTriad_g2.g6.g4,2256
331,CTDD_polarity.1.residue50,2256
329,CTDD_polarity.1.residue0,2256
73,CKSAAGP_alphaticr.negativecharger.gap2,2256
76,CKSAAGP_aromatic.aromatic.gap2,2256
77,CKSAAGP_aromatic.postivecharger.gap2,2256
81,CKSAAGP_postivecharger.aromatic.gap2,2256
83,CKSAAGP_postivecharger.negativecharger.gap2,2256
84,CKSAAGP_postivecharger.uncharger.gap2,2256
85,CKSAAGP_negativecharger.alphaticr.gap2,2256
86,CKSAAGP_negativecharger.aromatic.gap2,2256
87,CKSAAGP_negativecharger.postivecharger.gap2,2256
72,CKSAAGP_alphaticr.postivecharger.gap2,2256
88,CKSAAGP_negativecharger.negativecharger.gap2,2256
96,CKSAAGP_alphaticr.aromatic.gap3,2256
101,CKSAAGP_aromatic.aromatic.gap3,2256
103,CKSAAGP_aromatic.negativecharger.gap3,2256
106,CKSAAGP_postivecharger.aromatic.gap3,2256
108,CKSAAGP_postivecharger.negativecharger.gap3,2256
111,CKSAAGP_negativecharger.aromatic.gap3,2256
113,CKSAAGP_negativecharger.negativecharger.gap3,2256
114,CKSAAGP_negativecharger.uncharger.gap3,2256
118,CKSAAGP_uncharger.negativecharger.gap3,2256
91,CKSAAGP_uncharger.aromatic.gap2,2256
71,CKSAAGP_alphaticr.aromatic.gap2,2256
68,CKSAAGP_uncharger.negativecharger.gap1,2256
66,CKSAAGP_uncharger.aromatic.gap1,2256
3,AAC_D,2256
6,AAC_E,2256
8,AAC_H,2256
9,AAC_I,2256
16,AAC_T,2256
19,AAC_V,2256
21,CKSAAGP_alphaticr.aromatic.gap0,2256
26,CKSAAGP_aromatic.aromatic.gap0,2256
28,CKSAAGP_aromatic.negativecharger.gap0,2256
36,CKSAAGP_negativecharger.aromatic.gap0,2256
37,CKSAAGP_negativecharger.postivecharger.gap0,2256
38,CKSAAGP_negativecharger.negativecharger.gap0,2256
39,CKSAAGP_negativecharger.uncharger.gap0,2256
43,CKSAAGP_uncharger.negativecharger.gap0,2256
48,CKSAAGP_alphaticr.negativecharger.gap1,2256
53,CKSAAGP_aromatic.negativecharger.gap1,2256
58,CKSAAGP_postivecharger.negativecharger.gap1,2256
60,CKSAAGP_negativecharger.alphaticr.gap1,2256
61,CKSAAGP_negativecharger.aromatic.gap1,2256
62,CKSAAGP_negativecharger.postivecharger.gap1,2256
63,CKSAAGP_negativecharger.negativecharger.gap1,2256
121,CKSAAGP_alphaticr.aromatic.gap4,2256
330,CTDD_polarity.1.residue25,2256
123,CKSAAGP_alphaticr.negativecharger.gap4,2256
125,CKSAAGP_aromatic.alphaticr.gap4,2256
175,CTDC_hydrophobicity_ARGP820101.G3,2256
190,CTDC_hydrophobicity_FASG890101.G3,2256
191,CTDC_normwaalsvolume.G1,2256
194,CTDC_polarity.G1,2256
199,CTDC_polarizability.G3,2256
207,CTDC_solventaccess.G2,2256
211,CTDD_hydrophobicity_PRAM900101.1.residue50,2256
212,CTDD_hydrophobicity_PRAM900101.1.residue75,2256
213,CTDD_hydrophobicity_PRAM900101.1.residue100,2256
172,CTDC_hydrophobicity_PRAM900101.G3,2256
231,CTDD_hydrophobicity_ARGP820101.2.residue50,2256
242,CTDD_hydrophobicity_ZIMJ680101.1.residue75,2256
252,CTDD_hydrophobicity_ZIMJ680101.3.residue75,2256
260,CTDD_hydrophobicity_PONP930101.2.residue25,2256
262,CTDD_hydrophobicity_PONP930101.2.residue75,2256
283,CTDD_hydrophobicity_CASG920101.3.residue100,2256
294,CTDD_hydrophobicity_ENGD860101.3.residue0,2256
298,CTDD_hydrophobicity_ENGD860101.3.residue100,2256
305,CTDD_hydrophobicity_FASG890101.2.residue25,2256
328,CTDD_normwaalsvolume.3.residue100,2256
233,CTDD_hydrophobicity_ARGP820101.2.residue100,2256
169,CKSAAGP_uncharger.uncharger.gap5,2256
168,CKSAAGP_uncharger.negativecharger.gap5,2256
166,CKSAAGP_uncharger.aromatic.gap5,2256
126,CKSAAGP_aromatic.aromatic.gap4,2256
128,CKSAAGP_aromatic.negativecharger.gap4,2256
129,CKSAAGP_aromatic.uncharger.gap4,2256
133,CKSAAGP_postivecharger.negativecharger.gap4,2256
134,CKSAAGP_postivecharger.uncharger.gap4,2256
136,CKSAAGP_negativecharger.aromatic.gap4,2256
137,CKSAAGP_negativecharger.postivecharger.gap4,2256
138,CKSAAGP_negativecharger.negativecharger.gap4,2256
141,CKSAAGP_uncharger.aromatic.gap4,2256
143,CKSAAGP_uncharger.negativecharger.gap4,2256
146,CKSAAGP_alphaticr.aromatic.gap5,2256
148,CKSAAGP_alphaticr.negativecharger.gap5,2256
151,CKSAAGP_aromatic.aromatic.gap5,2256
153,CKSAAGP_aromatic.negativecharger.gap5,2256
156,CKSAAGP_postivecharger.aromatic.gap5,2256
158,CKSAAGP_postivecharger.negativecharger.gap5,2256
160,CKSAAGP_negativecharger.alphaticr.gap5,2256
161,CKSAAGP_negativecharger.aromatic.gap5,2256
162,CKSAAGP_negativecharger.postivecharger.gap5,2256
163,CKSAAGP_negativecharger.negativecharger.gap5,2256
164,CKSAAGP_negativecharger.uncharger.gap5,2256
124,CKSAAGP_alphaticr.uncharger.gap4,2256
523,CTriad_g2.g6.g5,2256
524,CTriad_g2.g6.g6,2256
525,CTriad_g2.g7.g1,2256
660,CTriad_g6.g2.g4,2256
661,CTriad_g6.g2.g5,2256
662,CTriad_g6.g2.g6,2256
663,CTriad_g6.g3.g1,2256
664,CTriad_g6.g3.g2,2256
665,CTriad_g6.g3.g3,2256
666,CTriad_g6.g3.g4,2256
667,CTriad_g6.g3.g5,2256
668,CTriad_g6.g3.g6,2256
659,CTriad_g6.g2.g3,2256
669,CTriad_g6.g3.g7,2256
671,CTriad_g6.g4.g2,2256
672,CTriad_g6.g4.g3,2256
673,CTriad_g6.g4.g4,2256
674,CTriad_g6.g4.g5,2256
675,CTriad_g6.g4.g6,2256
676,CTriad_g6.g5.g1,2256
677,CTriad_g6.g5.g2,2256
678,CTriad_g6.g5.g3,2256
679,CTriad_g6.g5.g4,2256
670,CTriad_g6.g4.g1,2256
658,CTriad_g6.g2.g2,2256
657,CTriad_g6.g2.g1,2256
656,CTriad_g6.g1.g6,2256
633,CTriad_g5.g4.g4,2256
634,CTriad_g5.g4.g5,2256
635,CTriad_g5.g4.g7,2256
636,CTriad_g5.g5.g1,2256
638,CTriad_g5.g5.g3,2256
639,CTriad_g5.g5.g4,2256
641,CTriad_g5.g5.g6,2256
642,CTriad_g5.g5.g7,2256
643,CTriad_g5.g6.g1,2256
644,CTriad_g5.g6.g2,2256
645,CTriad_g5.g6.g3,2256
646,CTriad_g5.g6.g4,2256
647,CTriad_g5.g6.g5,2256
648,CTriad_g5.g6.g6,2256
649,CTriad_g5.g7.g3,2256
650,CTriad_g5.g7.g5,2256
651,CTriad_g6.g1.g1,2256
652,CTriad_g6.g1.g2,2256
653,CTriad_g6.g1.g3,2256
654,CTriad_g6.g1.g4,2256
655,CTriad_g6.g1.g5,2256
680,CTriad_g6.g5.g5,2256
632,CTriad_g5.g4.g3,2256
681,CTriad_g6.g5.g6,2256
683,CTriad_g6.g6.g1,2256
709,CTriad_g7.g5.g5,2256
710,CTriad_g7.g6.g4,2256
711,CTriad_g7.g6.g5,2256
712,DDE_AA,2256
713,DDE_AC,2256
715,DDE_AE,2256
716,DDE_AF,2256
719,DDE_AI,2256
722,DDE_AM,2256
708,CTriad_g7.g5.g4,2256
725,DDE_AQ,2256
730,DDE_AW,2256
732,DDE_CA,2256
734,DDE_CD,2256
735,DDE_CE,2256
736,DDE_CF,2256
737,DDE_CG,2256
739,DDE_CI,2256
740,DDE_CK,2256
742,DDE_CM,2256
728,DDE_AT,2256
707,CTriad_g7.g5.g3,2256
706,CTriad_g7.g5.g2,2256
705,CTriad_g7.g5.g1,2256
684,CTriad_g6.g6.g2,2256
685,CTriad_g6.g6.g3,2256
686,CTriad_g6.g6.g4,2256
687,CTriad_g6.g6.g5,2256
688,CTriad_g6.g6.g6,2256
689,CTriad_g7.g1.g1,2256
690,CTriad_g7.g1.g2,2256
691,CTriad_g7.g1.g3,2256
692,CTriad_g7.g1.g5,2256
693,CTriad_g7.g1.g6,2256
694,CTriad_g7.g2.g1,2256
695,CTriad_g7.g2.g2,2256
696,CTriad_g7.g2.g3,2256
697,CTriad_g7.g2.g5,2256
698,CTriad_g7.g3.g1,2256
699,CTriad_g7.g3.g2,2256
700,CTriad_g7.g3.g3,2256
701,CTriad_g7.g3.g4,2256
702,CTriad_g7.g3.g5,2256
703,CTriad_g7.g3.g6,2256
704,CTriad_g7.g3.g7,2256
682,CTriad_g6.g5.g7,2256
631,CTriad_g5.g4.g2,2256
630,CTriad_g5.g4.g1,2256
629,CTriad_g5.g3.g7,2256
555,CTriad_g3.g5.g1,2256
556,CTriad_g3.g5.g2,2256
557,CTriad_g3.g5.g3,2256
558,CTriad_g3.g5.g4,2256
559,CTriad_g3.g5.g5,2256
560,CTriad_g3.g5.g6,2256
561,CTriad_g3.g5.g7,2256
562,CTriad_g3.g6.g1,2256
563,CTriad_g3.g6.g2,2256
554,CTriad_g3.g4.g6,2256
564,CTriad_g3.g6.g3,2256
566,CTriad_g3.g6.g5,2256
567,CTriad_g3.g6.g6,2256
568,CTriad_g3.g7.g1,2256
569,CTriad_g3.g7.g2,2256
570,CTriad_g3.g7.g3,2256
571,CTriad_g3.g7.g5,2256
572,CTriad_g4.g1.g1,2256
574,CTriad_g4.g1.g3,2256
575,CTriad_g4.g1.g4,2256
565,CTriad_g3.g6.g4,2256
552,CTriad_g3.g4.g4,2256
551,CTriad_g3.g4.g3,2256
550,CTriad_g3.g4.g2,2256
526,CTriad_g2.g7.g2,2256
527,CTriad_g2.g7.g3,2256
528,CTriad_g2.g7.g5,2256
529,CTriad_g2.g7.g6,2256
530,CTriad_g3.g1.g1,2256
531,CTriad_g3.g1.g2,2256
532,CTriad_g3.g1.g3,2256
533,CTriad_g3.g1.g4,2256
534,CTriad_g3.g1.g5,2256
535,CTriad_g3.g1.g6,2256
536,CTriad_g3.g1.g7,2256
538,CTriad_g3.g2.g2,2256
539,CTriad_g3.g2.g3,2256
541,CTriad_g3.g2.g5,2256
543,CTriad_g3.g3.g1,2256
544,CTriad_g3.g3.g2,2256
545,CTriad_g3.g3.g3,2256
546,CTriad_g3.g3.g4,2256
547,CTriad_g3.g3.g5,2256
548,CTriad_g3.g3.g6,2256
549,CTriad_g3.g4.g1,2256
576,CTriad_g4.g1.g5,2256
577,CTriad_g4.g1.g6,2256
578,CTriad_g4.g2.g1,2256
580,CTriad_g4.g2.g3,2256
607,CTriad_g4.g6.g6,2256
608,CTriad_g4.g7.g5,2256
609,CTriad_g5.g1.g1,2256
610,CTriad_g5.g1.g2,2256
611,CTriad_g5.g1.g3,2256
612,CTriad_g5.g1.g4,2256
613,CTriad_g5.g1.g5,2256
614,CTriad_g5.g1.g6,2256
615,CTriad_g5.g1.g7,2256
616,CTriad_g5.g2.g1,2256
617,CTriad_g5.g2.g2,2256
618,CTriad_g5.g2.g3,2256
619,CTriad_g5.g2.g4,2256
621,CTriad_g5.g2.g6,2256
622,CTriad_g5.g2.g7,2256
623,CTriad_g5.g3.g1,2256
624,CTriad_g5.g3.g2,2256
625,CTriad_g5.g3.g3,2256
626,CTriad_g5.g3.g4,2256
627,CTriad_g5.g3.g5,2256
628,CTriad_g5.g3.g6,2256
606,CTriad_g4.g6.g5,2256
745,DDE_CQ,2256
605,CTriad_g4.g6.g4,2256
603,CTriad_g4.g6.g2,2256
581,CTriad_g4.g2.g4,2256
583,CTriad_g4.g2.g6,2256
584,CTriad_g4.g3.g1,2256
585,CTriad_g4.g3.g2,2256
586,CTriad_g4.g3.g3,2256
587,CTriad_g4.g3.g4,2256
588,CTriad_g4.g3.g5,2256
589,CTriad_g4.g3.g6,2256
590,CTriad_g4.g4.g1,2256
591,CTriad_g4.g4.g2,2256
592,CTriad_g4.g4.g3,2256
593,CTriad_g4.g4.g4,2256
594,CTriad_g4.g4.g5,2256
595,CTriad_g4.g4.g6,2256
596,CTriad_g4.g5.g1,2256
597,CTriad_g4.g5.g2,2256
598,CTriad_g4.g5.g3,2256
599,CTriad_g4.g5.g4,2256
600,CTriad_g4.g5.g5,2256
601,CTriad_g4.g5.g6,2256
602,CTriad_g4.g6.g1,2256
604,CTriad_g4.g6.g3,2256
2107,CKSAAP_NC.gap0,2256
1246,DPC_IS,2256
1248,DPC_IV,2256
1795,KSCTriad_g5.g5.g5.gap0,2256
1796,KSCTriad_g5.g5.g6.gap0,2256
1797,KSCTriad_g5.g5.g7.gap0,2256
1798,KSCTriad_g5.g6.g1.gap0,2256
1799,KSCTriad_g5.g6.g2.gap0,2256
1800,KSCTriad_g5.g6.g3.gap0,2256
1801,KSCTriad_g5.g6.g4.gap0,2256
1802,KSCTriad_g5.g6.g5.gap0,2256
1803,KSCTriad_g5.g6.g6.gap0,2256
1794,KSCTriad_g5.g5.g4.gap0,2256
1804,KSCTriad_g5.g7.g3.gap0,2256
1806,KSCTriad_g6.g1.g1.gap0,2256
1807,KSCTriad_g6.g1.g2.gap0,2256
1808,KSCTriad_g6.g1.g3.gap0,2256
1809,KSCTriad_g6.g1.g4.gap0,2256
1810,KSCTriad_g6.g1.g5.gap0,2256
1811,KSCTriad_g6.g1.g6.gap0,2256
1812,KSCTriad_g6.g2.g1.gap0,2256
1813,KSCTriad_g6.g2.g2.gap0,2256
1814,KSCTriad_g6.g2.g3.gap0,2256
1805,KSCTriad_g5.g7.g5.gap0,2256
1793,KSCTriad_g5.g5.g3.gap0,2256
1792,KSCTriad_g5.g5.g2.gap0,2256
1791,KSCTriad_g5.g5.g1.gap0,2256
1770,KSCTriad_g5.g1.g7.gap0,2256
1771,KSCTriad_g5.g2.g1.gap0,2256
1772,KSCTriad_g5.g2.g2.gap0,2256
1773,KSCTriad_g5.g2.g3.gap0,2256
1774,KSCTriad_g5.g2.g4.gap0,2256
1775,KSCTriad_g5.g2.g5.gap0,2256
1776,KSCTriad_g5.g2.g6.gap0,2256
1777,KSCTriad_g5.g2.g7.gap0,2256
1778,KSCTriad_g5.g3.g1.gap0,2256
1779,KSCTriad_g5.g3.g2.gap0,2256
1780,KSCTriad_g5.g3.g3.gap0,2256
1781,KSCTriad_g5.g3.g4.gap0,2256
1782,KSCTriad_g5.g3.g5.gap0,2256
1783,KSCTriad_g5.g3.g6.gap0,2256
1784,KSCTriad_g5.g3.g7.gap0,2256
1785,KSCTriad_g5.g4.g1.gap0,2256
1786,KSCTriad_g5.g4.g2.gap0,2256
1787,KSCTriad_g5.g4.g3.gap0,2256
1788,KSCTriad_g5.g4.g4.gap0,2256
1789,KSCTriad_g5.g4.g5.gap0,2256
1790,KSCTriad_g5.g4.g7.gap0,2256
1815,KSCTriad_g6.g2.g4.gap0,2256
1769,KSCTriad_g5.g1.g6.gap0,2256
1816,KSCTriad_g6.g2.g5.gap0,2256
1818,KSCTriad_g6.g3.g1.gap0,2256
1844,KSCTriad_g7.g1.g1.gap0,2256
1845,KSCTriad_g7.g1.g2.gap0,2256
1846,KSCTriad_g7.g1.g3.gap0,2256
1847,KSCTriad_g7.g1.g5.gap0,2256
1848,KSCTriad_g7.g1.g6.gap0,2256
1849,KSCTriad_g7.g2.g1.gap0,2256
1850,KSCTriad_g7.g2.g2.gap0,2256
1851,KSCTriad_g7.g2.g3.gap0,2256
1852,KSCTriad_g7.g2.g5.gap0,2256
1843,KSCTriad_g6.g6.g6.gap0,2256
1853,KSCTriad_g7.g3.g1.gap0,2256
1855,KSCTriad_g7.g3.g3.gap0,2256
1856,KSCTriad_g7.g3.g4.gap0,2256
1857,KSCTriad_g7.g3.g5.gap0,2256
1858,KSCTriad_g7.g3.g6.gap0,2256
1859,KSCTriad_g7.g3.g7.gap0,2256
1860,KSCTriad_g7.g5.g1.gap0,2256
1861,KSCTriad_g7.g5.g2.gap0,2256
1862,KSCTriad_g7.g5.g3.gap0,2256
1863,KSCTriad_g7.g5.g4.gap0,2256
1854,KSCTriad_g7.g3.g2.gap0,2256
1842,KSCTriad_g6.g6.g5.gap0,2256
1841,KSCTriad_g6.g6.g4.gap0,2256
1840,KSCTriad_g6.g6.g3.gap0,2256
1819,KSCTriad_g6.g3.g2.gap0,2256
1820,KSCTriad_g6.g3.g3.gap0,2256
1821,KSCTriad_g6.g3.g4.gap0,2256
1822,KSCTriad_g6.g3.g5.gap0,2256
1823,KSCTriad_g6.g3.g6.gap0,2256
1824,KSCTriad_g6.g3.g7.gap0,2256
1825,KSCTriad_g6.g4.g1.gap0,2256
1826,KSCTriad_g6.g4.g2.gap0,2256
1827,KSCTriad_g6.g4.g3.gap0,2256
1828,KSCTriad_g6.g4.g4.gap0,2256
1829,KSCTriad_g6.g4.g5.gap0,2256
1830,KSCTriad_g6.g4.g6.gap0,2256
1831,KSCTriad_g6.g5.g1.gap0,2256
1832,KSCTriad_g6.g5.g2.gap0,2256
1833,KSCTriad_g6.g5.g3.gap0,2256
1834,KSCTriad_g6.g5.g4.gap0,2256
1835,KSCTriad_g6.g5.g5.gap0,2256
1836,KSCTriad_g6.g5.g6.gap0,2256
1837,KSCTriad_g6.g5.g7.gap0,2256
1838,KSCTriad_g6.g6.g1.gap0,2256
3678,OVP_Small_C4,2256
1817,KSCTriad_g6.g2.g6.gap0,2256
1864,KSCTriad_g7.g5.g5.gap0,2256
1768,KSCTriad_g5.g1.g5.gap0,2256
1766,KSCTriad_g5.g1.g3.gap0,2256
1697,KSCTriad_g3.g2.g6.gap0,2256
1698,KSCTriad_g3.g3.g1.gap0,2256
1699,KSCTriad_g3.g3.g2.gap0,2256
1700,KSCTriad_g3.g3.g3.gap0,2256
